book_id,title,publication_date,ISBN,stock_quantity,avarage_rating,price
369,"Business Ethics and Sustainability",2023-03-10,9781234567938,55,4.6,100.25
370,"Sales and Marketing Mastery",2023-02-15,9781234567939,50,4.5,66.40
371,"Supply Chain Management",2023-03-15,9781234567940,40,4.6,25.31
372,"Marketing for Entrepreneurs",2023-02-28,9781234567941,45,4.7,107.23
373,"Leadership in Today's World",2023-03-18,9781234567942,60,4.8,34.20
374,"Business Growth Strategies",2023-02-10,9781234567943,70,4.7,101.03
375,"Financial Strategies for Success",2023-03-25,9781234567944,55,4.6,97.54
376,"Start-up Revolution",2023-03-22,9781234567945,50,4.5,77.13
377,"Leadership Lessons from CEOs",2023-02-12,9781234567946,40,4.6,91.35
378,"Digital Marketing Trends",2023-03-02,9781234567947,45,4.7,17.00
379,"The Lean Startup Guide",2023-02-22,9781234567948,60,4.8,108.98
380,"Business Culture and Ethics",2023-03-05,9781234567949,70,4.7,38.36
381,"Sales and Negotiation Tactics",2023-03-12,9781234567950,55,4.6,18.79
382,"Strategic Supply Chain Management",2023-02-05,9781234567951,50,4.5,104.68
383,"Marketing Strategies for Small Businesses",2023-03-20,9781234567952,40,4.6,62.52
384,"Leadership Insights from Successful CEOs",2023-02-18,9781234567953,45,4.7,110.80
385,"Sustainable Business Practices",2023-03-08,9781234567954,60,4.8,100.01
386,"Financial Mastery",2023-03-25,9781234567955,70,4.7,59.24
387,"The Art of Entrepreneurship",2023-02-18,9781234567956,55,4.6,19.30
388,"Business Growth Strategies for the 21st Century",2023-02-12,9781234567957,50,4.5,8.53
389,"Investing in Your Future",2023-03-02,9781234567958,40,4.6,19.68
390,"Leadership Excellence",2023-02-25,9781234567959,45,4.7,84.66
391,"Digital Marketing Strategies for Success",2023-02-05,9781234567960,60,4.8,89.96
392,"The Lean Startup Method",2023-03-15,9781234567961,70,4.7,60.09
393,"Business Ethics and Social Responsibility",2023-03-05,9781234567962,55,4.6,8.98
394,"The Holy Bible",2023-03-05,9781234568001,60,3.9,115.65
395,"The Quran",2023-02-01,9781234568002,70,3.8,48.52
396,"The Bhagavad Gita",2023-02-18,9781234568003,55,3.7,31.82
397,"The Torah",2023-03-10,9781234568004,50,3.6,29.61
398,"The Book of Mormon",2023-02-15,9781234568005,40,3.5,108.99
399,"The Tripitaka",2023-03-15,9781234568006,45,3.4,86.39
400,"The Guru Granth Sahib",2023-03-22,9781234568007,60,3.3,60.54
401,"The Tao Te Ching",2023-02-10,9781234568008,70,3.2,13.50
402,"The Book of Shadows",2023-03-18,9781234568009,55,3.1,103.96
403,"The Book of Enoch",2023-03-28,9781234568010,50,4.0,111.19
404,"The Book of the Dead",2023-02-28,9781234568011,40,4.0,11.06
405,"The Tibetan Book of the Dead",2023-03-25,9781234568012,45,3.9,76.29
406,"The Gospel of Mary",2023-02-12,9781234568013,60,3.8,97.63
407,"The Gospel of Judas",2023-03-02,9781234568014,70,3.7,99.74
408,"The Upanishads",2023-03-12,9781234568015,55,3.6,59.08
409,"The Talmud",2023-03-08,9781234568016,50,3.5,17.16
410,"The I Ching",2023-02-22,9781234568017,40,3.4,17.24
411,"The Vedas",2023-03-20,9781234568018,45,3.3,109.01
412,"The Apocrypha",2023-03-05,9781234568019,60,3.2,111.65
413,"The Gnostic Gospels",2023-02-05,9781234568020,70,3.1,99.77
414,"The Zohar",2023-03-10,9781234568021,55,3.0,26.44
415,"The Tao of Pooh",2023-02-25,9781234568022,50,3.9,78.45
416,"The Book of Kells",2023-03-15,9781234568023,40,3.8,118.98
417,"The Book of Awakening",2023-02-18,9781234568024,45,3.7,15.98
418,"The Yoga Sutras",2023-03-25,9781234568025,60,3.6,63.55
419,"The Heart of Christianity",2023-02-15,9781234568026,70,3.5,43.38
420,"The Essential Rumi",2023-03-22,9781234568027,55,3.4,115.37
421,"The Varieties of Religious Experience",2023-02-10,9781234568028,50,3.3,7.01
422,"The Kingdom of God Is Within You",2023-03-18,9781234568029,40,3.2,102.34
423,"A Course in Miracles",2023-03-05,9781234568030,45,3.1,116.93
424,"The End of Your World",2023-02-01,9781234568031,60,3.0,42.53
425,"Silent Spring",2023-03-01,9781234568032,60,4.0,38.45
426,"The Sixth Extinction",2023-03-02,9781234568033,70,3.9,63.38
427,"Desert Solitaire",2023-03-03,9781234568034,55,3.8,35.77
428,"A Sand County Almanac",2023-03-04,9781234568035,50,3.7,35.30
429,"The Lorax",2023-03-05,9781234568036,40,3.6,79.00
430,"The Nature Principle",2023-03-06,9781234568037,45,3.5,23.00
431,"Cadillac Desert",2023-03-07,9781234568038,60,3.4,61.18
432,"The Water Will Come",2023-03-08,9781234568039,70,3.3,98.26
433,"An Inconvenient Truth",2023-03-09,9781234568040,55,3.2,39.48
434,Walden,2023-03-10,9781234568041,50,3.1,17.34
435,"The End of Nature",2023-03-11,9781234568042,60,4.0,18.22
436,"The Uninhabitable Earth",2023-03-12,9781234568043,70,4.0,97.64
437,"The Overstory",2023-03-13,9781234568044,55,3.9,19.11
438,Collapse,2023-03-14,9781234568045,50,3.8,72.62
439,"The Ecology of Commerce",2023-03-15,9781234568046,40,3.7,14.55
440,"This Changes Everything",2023-03-16,9781234568047,45,3.6,41.84
441,"The Weather Makers",2023-03-17,9781234568048,60,3.5,18.42
442,"The Worst Hard Time",2023-03-18,9781234568049,70,3.4,74.14
443,"Pilgrim at Tinker Creek",2023-03-19,9781234568050,55,3.3,79.61
444,"A Sand County Almanac",2023-03-20,9781234568051,50,3.2,27.27
445,"The Lorax",2023-03-21,9781234568052,40,3.1,27.91
446,"Silent Spring",2023-03-22,9781234568053,45,3.0,99.76
447,"The Nature Principle",2023-03-23,9781234568054,60,3.9,31.61
448,"Cadillac Desert",2023-03-24,9781234568055,70,3.8,52.95
449,"The Water Will Come",2023-03-25,9781234568056,55,3.7,89.99
450,"An Inconvenient Truth",2023-03-26,9781234568057,50,3.6,86.21
451,Walden,2023-03-27,9781234568058,40,3.5,54.31
452,"The End of Nature",2023-03-28,9781234568059,45,3.4,29.31
453,"The Uninhabitable Earth",2023-03-29,9781234568060,60,3.3,43.69
454,"The Overstory",2023-03-30,9781234568061,70,3.2,59.20
455,Collapse,2023-03-31,9781234568062,55,3.1,114.25
456,"The Ecology of Commerce",2023-04-01,9781234568063,50,3.0,54.63
457,"This Changes Everything",2023-04-02,9781234568064,40,3.9,60.91
458,"The Weather Makers",2023-04-03,9781234568065,45,3.8,25.83
459,"The Worst Hard Time",2023-04-04,9781234568066,60,3.7,43.34
460,"Pilgrim at Tinker Creek",2023-04-05,9781234568067,70,3.6,109.99
461,"The Secret Garden",2023-04-06,9781234568068,55,3.5,93.59
462,"The Ocean at the End of the Lane",2023-04-07,9781234568069,50,3.4,101.55
463,"The Name of the Wind",2023-04-08,9781234568070,40,3.3,58.84
464,"The Wise Man's Fear",2023-04-09,9781234568071,45,3.2,21.12
465,"The Slow Regard of Silent Things",2023-04-10,9781234568072,60,3.1,69.31
466,"City of Stairs",2023-04-11,9781234568073,70,3.0,27.17
467,"City of Blades",2023-04-12,9781234568074,55,3.9,83.13
468,"City of Miracles",2023-04-13,9781234568075,50,3.8,104.92
469,Elantris,2023-04-14,9781234568076,40,3.7,118.36
470,"Mistborn: The Final Empire",2023-04-15,9781234568077,45,3.6,43.92
471,"Mistborn: The Well of Ascension",2023-04-16,9781234568078,60,3.5,94.81
472,"Mistborn: The Hero of Ages",2023-04-17,9781234568079,70,3.4,63.58
473,"The Way of Kings",2023-04-18,9781234568080,55,3.3,86.69
474,"Words of Radiance",2023-04-19,9781234568081,50,3.2,87.39
475,Oathbringer,2023-04-20,9781234568082,40,3.1,116.18
476,Edgedancer,2023-04-21,9781234568083,45,3.0,56.71
477,"Whispers of the Heart",2023-04-22,9781234568109,50,2.0,48.91
478,"Eternal Echoes",2023-04-23,9781234568110,45,2.1,12.41
479,"Soulful Verses",2023-04-24,9781234568111,60,2.2,89.49
480,"Midnight Sonnets",2023-04-25,9781234568112,70,2.3,55.63
481,"Dance of Words",2023-04-26,9781234568113,55,2.4,92.21
482,"Whispers in the Breeze",2023-04-27,9781234568114,65,2.5,118.15
483,"Ink and Dreams",2023-04-28,9781234568115,45,2.6,86.71
484,"Verses of the Heart",2023-04-29,9781234568116,40,2.7,27.26
485,"Ethereal Poems",2023-04-30,9781234568117,50,2.8,34.42
486,"Starry Serenades",2023-05-01,9781234568118,55,2.9,23.58
487,"Golden Sonnets",2023-05-02,9781234568119,60,3.0,69.95
488,"Aurora Rhymes",2023-05-03,9781234568120,70,3.1,12.99
489,"Lyrical Reflections",2023-05-04,9781234568121,45,3.2,119.02
490,"Whispers of Dreams",2023-05-05,9781234568122,60,3.3,47.86
491,"Solitude Sonnets",2023-05-06,9781234568123,70,3.4,52.96
492,"Stardust Verses",2023-05-07,9781234568124,55,3.5,37.11
493,"Echoes in the Night",2023-05-08,9781234568125,45,3.6,109.94
494,"Inkwell Melodies",2023-05-09,9781234568126,50,3.7,106.76
495,"Celestial Rhymes",2023-05-10,9781234568127,40,3.8,24.38
496,"Whispers of the Soul",2023-05-11,9781234568128,60,3.9,90.18
497,"Midnight Musings",2023-05-12,9781234568129,70,4.0,90.80
498,"Whispering Poesy",2023-05-13,9781234568130,55,4.0,117.03
499,"Eternal Echoes Pt. II",2023-05-14,9781234568131,45,3.9,93.45
500,"Stars and Stanzas",2023-05-15,9781234568132,49,3.8,82.53
501,"Serene Sonnets",2023-05-16,9781234568133,40,3.7,110.78
502,"The Adventure of Mr. Teddy Bear",2023-06-01,9781234568134,80,4.5,118.46
503,"The Magical Kingdom",2023-06-02,9781234568135,70,4.4,69.55
504,"Mystery in Candyland",2023-06-03,9781234568136,60,4.3,90.61
505,"The Brave Little Knight",2023-06-04,9781234568137,75,4.2,105.82
506,"Alice in Whimsyland",2023-06-05,9781234568138,85,4.1,33.38
507,"The Enchanted Forest",2023-06-06,9781234568139,55,4.0,100.17
508,"Adventures of Captain Sunshine",2023-06-07,9781234568140,90,4.0,31.86
509,"Charlie and the Color Factory",2023-06-08,9781234568141,50,3.9,74.22
510,"Dinosaur Detective",2023-06-09,9781234568142,65,3.8,91.61
511,"Winnie the Wizard",2023-06-10,9781234568143,55,3.7,61.16
512,"Pirate Pete and His Parrot",2023-06-11,9781234568144,75,3.6,21.51
513,"The Magic Paintbrush",2023-06-12,9781234568145,60,3.5,53.20
514,"The Adventures of Dolly and Bobby",2023-06-13,9781234568146,70,3.4,61.28
515,"The Little Train That Could",2023-06-14,9781234568147,45,3.3,92.85
516,"Jungle Safari with Timmy",2023-06-15,9781234568148,80,3.2,111.08
517,"Little Red Riding Hood Reimagined",2023-06-16,9781234568149,65,3.1,103.21
518,"The Space Adventures of Ziggy",2023-06-17,9781234568150,70,3.0,21.00
519,"The Daring Adventures of Lucy",2023-06-18,9781234568151,55,3.0,25.72
520,"The Mystery of the Missing Cookie",2023-06-19,9781234568152,50,3.0,75.41
521,"Unicorn Dreams",2023-06-20,9781234568153,60,2.0,15.09
522,"Lilly of the Valley",2021-12-01,6738295843123,45,NULL,12.50
523,"One nightstand",2023-02-13,9432818747232,60,NULL,23.60
527,"The second hope",2021-03-16,23784930290,9,4.0,23.70
